Date,Start of the Month,Year,Quarter,Year-Quarter,Month,Month Name,Week of Year,Week of Month,Day Name,Day Type,Short Year,Mon-Year,Day,Day of week,Month day,Day of Year
2021-10-29 00:00:00.000,2021-10-01 00:00:00.000,2021,Q4,2021-Q4,10,Oct,44,5,Fri,Weekday,21,Oct-21,29,5,Oct 29,302
2021-11-01 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,45,1,Mon,Weekday,21,Nov-21,1,1,Nov 1,305
2021-11-02 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,45,1,Tue,Weekday,21,Nov-21,2,2,Nov 2,306
2021-11-03 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,45,1,Wed,Weekday,21,Nov-21,3,3,Nov 3,307
2021-11-04 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,45,1,Thu,Weekday,21,Nov-21,4,4,Nov 4,308
2021-11-05 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,45,1,Fri,Weekday,21,Nov-21,5,5,Nov 5,309
2021-11-08 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,46,2,Mon,Weekday,21,Nov-21,8,1,Nov 8,312
2021-11-09 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,46,2,Tue,Weekday,21,Nov-21,9,2,Nov 9,313
2021-11-10 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,46,2,Wed,Weekday,21,Nov-21,10,3,Nov 10,314
2021-11-11 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,46,2,Thu,Weekday,21,Nov-21,11,4,Nov 11,315
2021-11-12 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,46,2,Fri,Weekday,21,Nov-21,12,5,Nov 12,316
2021-11-15 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,47,3,Mon,Weekday,21,Nov-21,15,1,Nov 15,319
2021-11-16 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,47,3,Tue,Weekday,21,Nov-21,16,2,Nov 16,320
2021-11-17 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,47,3,Wed,Weekday,21,Nov-21,17,3,Nov 17,321
2021-11-18 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,47,3,Thu,Weekday,21,Nov-21,18,4,Nov 18,322
2021-11-19 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,47,3,Fri,Weekday,21,Nov-21,19,5,Nov 19,323
2021-11-22 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,48,4,Mon,Weekday,21,Nov-21,22,1,Nov 22,326
2021-11-23 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,48,4,Tue,Weekday,21,Nov-21,23,2,Nov 23,327
2021-11-24 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,48,4,Wed,Weekday,21,Nov-21,24,3,Nov 24,328
2021-11-25 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,48,4,Thu,Weekday,21,Nov-21,25,4,Nov 25,329
2021-11-26 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,48,4,Fri,Weekday,21,Nov-21,26,5,Nov 26,330
2021-11-29 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,49,5,Mon,Weekday,21,Nov-21,29,1,Nov 29,333
2021-11-30 00:00:00.000,2021-11-01 00:00:00.000,2021,Q4,2021-Q4,11,Nov,49,5,Tue,Weekday,21,Nov-21,30,2,Nov 30,334
2021-12-01 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,49,1,Wed,Weekday,21,Dec-21,1,3,Dec 1,335
2021-12-02 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,49,1,Thu,Weekday,21,Dec-21,2,4,Dec 2,336
2021-12-03 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,49,1,Fri,Weekday,21,Dec-21,3,5,Dec 3,337
2021-12-06 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,50,2,Mon,Weekday,21,Dec-21,6,1,Dec 6,340
2021-12-07 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,50,2,Tue,Weekday,21,Dec-21,7,2,Dec 7,341
2021-12-08 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,50,2,Wed,Weekday,21,Dec-21,8,3,Dec 8,342
2021-12-09 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,50,2,Thu,Weekday,21,Dec-21,9,4,Dec 9,343
2021-12-10 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,50,2,Fri,Weekday,21,Dec-21,10,5,Dec 10,344
2021-12-13 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,51,3,Mon,Weekday,21,Dec-21,13,1,Dec 13,347
2021-12-14 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,51,3,Tue,Weekday,21,Dec-21,14,2,Dec 14,348
2021-12-15 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,51,3,Wed,Weekday,21,Dec-21,15,3,Dec 15,349
2021-12-16 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,51,3,Thu,Weekday,21,Dec-21,16,4,Dec 16,350
2021-12-17 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,51,3,Fri,Weekday,21,Dec-21,17,5,Dec 17,351
2021-12-20 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,52,4,Mon,Weekday,21,Dec-21,20,1,Dec 20,354
2021-12-21 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,52,4,Tue,Weekday,21,Dec-21,21,2,Dec 21,355
2021-12-22 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,52,4,Wed,Weekday,21,Dec-21,22,3,Dec 22,356
2021-12-23 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,52,4,Thu,Weekday,21,Dec-21,23,4,Dec 23,357
2021-12-24 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,52,4,Fri,Weekday,21,Dec-21,24,5,Dec 24,358
2021-12-27 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,53,5,Mon,Weekday,21,Dec-21,27,1,Dec 27,361
2021-12-28 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,53,5,Tue,Weekday,21,Dec-21,28,2,Dec 28,362
2021-12-29 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,53,5,Wed,Weekday,21,Dec-21,29,3,Dec 29,363
2021-12-30 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,53,5,Thu,Weekday,21,Dec-21,30,4,Dec 30,364
2021-12-31 00:00:00.000,2021-12-01 00:00:00.000,2021,Q4,2021-Q4,12,Dec,53,5,Fri,Weekday,21,Dec-21,31,5,Dec 31,365
2021-04-01 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,14,1,Thu,Weekday,21,Apr-21,1,4,Apr 1,91
2021-04-02 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,14,1,Fri,Weekday,21,Apr-21,2,5,Apr 2,92
2021-04-03 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,14,1,Sat,Weekend,21,Apr-21,3,6,Apr 3,93
2021-04-04 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,14,1,Sun,Weekend,21,Apr-21,4,7,Apr 4,94
2021-04-05 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,15,2,Mon,Weekday,21,Apr-21,5,1,Apr 5,95
2021-04-06 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,15,2,Tue,Weekday,21,Apr-21,6,2,Apr 6,96
2021-04-07 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,15,2,Wed,Weekday,21,Apr-21,7,3,Apr 7,97
2021-04-08 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,15,2,Thu,Weekday,21,Apr-21,8,4,Apr 8,98
2021-04-09 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,15,2,Fri,Weekday,21,Apr-21,9,5,Apr 9,99
2021-04-10 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,15,2,Sat,Weekend,21,Apr-21,10,6,Apr 10,100
2021-04-11 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,15,2,Sun,Weekend,21,Apr-21,11,7,Apr 11,101
2021-04-12 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,16,3,Mon,Weekday,21,Apr-21,12,1,Apr 12,102
2021-04-13 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,16,3,Tue,Weekday,21,Apr-21,13,2,Apr 13,103
2021-04-14 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,16,3,Wed,Weekday,21,Apr-21,14,3,Apr 14,104
2021-04-15 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,16,3,Thu,Weekday,21,Apr-21,15,4,Apr 15,105
2021-04-16 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,16,3,Fri,Weekday,21,Apr-21,16,5,Apr 16,106
2021-04-17 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,16,3,Sat,Weekend,21,Apr-21,17,6,Apr 17,107
2021-04-18 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,16,3,Sun,Weekend,21,Apr-21,18,7,Apr 18,108
2021-04-19 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,17,4,Mon,Weekday,21,Apr-21,19,1,Apr 19,109
2021-04-20 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,17,4,Tue,Weekday,21,Apr-21,20,2,Apr 20,110
2021-04-21 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,17,4,Wed,Weekday,21,Apr-21,21,3,Apr 21,111
2021-04-22 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,17,4,Thu,Weekday,21,Apr-21,22,4,Apr 22,112
2021-04-23 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,17,4,Fri,Weekday,21,Apr-21,23,5,Apr 23,113
2021-04-24 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,17,4,Sat,Weekend,21,Apr-21,24,6,Apr 24,114
2021-04-25 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,17,4,Sun,Weekend,21,Apr-21,25,7,Apr 25,115
2021-04-26 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,18,5,Mon,Weekday,21,Apr-21,26,1,Apr 26,116
2021-04-27 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,18,5,Tue,Weekday,21,Apr-21,27,2,Apr 27,117
2021-04-28 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,18,5,Wed,Weekday,21,Apr-21,28,3,Apr 28,118
2021-04-29 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,18,5,Thu,Weekday,21,Apr-21,29,4,Apr 29,119
2021-04-30 00:00:00.000,2021-04-01 00:00:00.000,2021,Q2,2021-Q2,4,Apr,18,5,Fri,Weekday,21,Apr-21,30,5,Apr 30,120
2021-05-01 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,18,1,Sat,Weekend,21,May-21,1,6,May 1,121
2021-05-02 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,18,1,Sun,Weekend,21,May-21,2,7,May 2,122
2021-05-03 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,19,2,Mon,Weekday,21,May-21,3,1,May 3,123
2021-05-04 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,19,2,Tue,Weekday,21,May-21,4,2,May 4,124
2021-05-05 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,19,2,Wed,Weekday,21,May-21,5,3,May 5,125
2021-05-06 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,19,2,Thu,Weekday,21,May-21,6,4,May 6,126
2021-05-07 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,19,2,Fri,Weekday,21,May-21,7,5,May 7,127
2021-05-08 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,19,2,Sat,Weekend,21,May-21,8,6,May 8,128
2021-05-09 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,19,2,Sun,Weekend,21,May-21,9,7,May 9,129
2021-05-10 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,20,3,Mon,Weekday,21,May-21,10,1,May 10,130
2021-05-11 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,20,3,Tue,Weekday,21,May-21,11,2,May 11,131
2021-05-12 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,20,3,Wed,Weekday,21,May-21,12,3,May 12,132
2021-05-13 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,20,3,Thu,Weekday,21,May-21,13,4,May 13,133
2021-05-14 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,20,3,Fri,Weekday,21,May-21,14,5,May 14,134
2021-05-15 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,20,3,Sat,Weekend,21,May-21,15,6,May 15,135
2021-05-16 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,20,3,Sun,Weekend,21,May-21,16,7,May 16,136
2021-05-17 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,21,4,Mon,Weekday,21,May-21,17,1,May 17,137
2021-05-18 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,21,4,Tue,Weekday,21,May-21,18,2,May 18,138
2021-05-19 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,21,4,Wed,Weekday,21,May-21,19,3,May 19,139
2021-05-20 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,21,4,Thu,Weekday,21,May-21,20,4,May 20,140
2021-05-21 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,21,4,Fri,Weekday,21,May-21,21,5,May 21,141
2021-05-22 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,21,4,Sat,Weekend,21,May-21,22,6,May 22,142
2021-05-23 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,21,4,Sun,Weekend,21,May-21,23,7,May 23,143
2021-05-24 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,22,5,Mon,Weekday,21,May-21,24,1,May 24,144
2021-05-25 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,22,5,Tue,Weekday,21,May-21,25,2,May 25,145
2021-05-26 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,22,5,Wed,Weekday,21,May-21,26,3,May 26,146
2021-05-27 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,22,5,Thu,Weekday,21,May-21,27,4,May 27,147
2021-05-28 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,22,5,Fri,Weekday,21,May-21,28,5,May 28,148
2021-05-29 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,22,5,Sat,Weekend,21,May-21,29,6,May 29,149
2021-05-30 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,22,5,Sun,Weekend,21,May-21,30,7,May 30,150
2021-05-31 00:00:00.000,2021-05-01 00:00:00.000,2021,Q2,2021-Q2,5,May,23,6,Mon,Weekday,21,May-21,31,1,May 31,151
2021-06-01 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,23,1,Tue,Weekday,21,Jun-21,1,2,Jun 1,152
2021-06-02 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,23,1,Wed,Weekday,21,Jun-21,2,3,Jun 2,153
2021-06-03 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,23,1,Thu,Weekday,21,Jun-21,3,4,Jun 3,154
2021-06-04 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,23,1,Fri,Weekday,21,Jun-21,4,5,Jun 4,155
2021-06-05 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,23,1,Sat,Weekend,21,Jun-21,5,6,Jun 5,156
2021-06-06 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,23,1,Sun,Weekend,21,Jun-21,6,7,Jun 6,157
2021-06-07 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,24,2,Mon,Weekday,21,Jun-21,7,1,Jun 7,158
2021-06-08 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,24,2,Tue,Weekday,21,Jun-21,8,2,Jun 8,159
2021-06-09 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,24,2,Wed,Weekday,21,Jun-21,9,3,Jun 9,160
2021-06-10 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,24,2,Thu,Weekday,21,Jun-21,10,4,Jun 10,161
2021-06-11 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,24,2,Fri,Weekday,21,Jun-21,11,5,Jun 11,162
2021-06-12 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,24,2,Sat,Weekend,21,Jun-21,12,6,Jun 12,163
2021-06-13 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,24,2,Sun,Weekend,21,Jun-21,13,7,Jun 13,164
2021-06-14 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,25,3,Mon,Weekday,21,Jun-21,14,1,Jun 14,165
2021-06-15 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,25,3,Tue,Weekday,21,Jun-21,15,2,Jun 15,166
2021-06-16 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,25,3,Wed,Weekday,21,Jun-21,16,3,Jun 16,167
2021-06-17 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,25,3,Thu,Weekday,21,Jun-21,17,4,Jun 17,168
2021-06-18 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,25,3,Fri,Weekday,21,Jun-21,18,5,Jun 18,169
2021-06-19 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,25,3,Sat,Weekend,21,Jun-21,19,6,Jun 19,170
2021-06-20 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,25,3,Sun,Weekend,21,Jun-21,20,7,Jun 20,171
2021-06-21 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,26,4,Mon,Weekday,21,Jun-21,21,1,Jun 21,172
2021-06-22 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,26,4,Tue,Weekday,21,Jun-21,22,2,Jun 22,173
2021-06-23 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,26,4,Wed,Weekday,21,Jun-21,23,3,Jun 23,174
2021-06-24 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,26,4,Thu,Weekday,21,Jun-21,24,4,Jun 24,175
2021-06-25 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,26,4,Fri,Weekday,21,Jun-21,25,5,Jun 25,176
2021-06-26 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,26,4,Sat,Weekend,21,Jun-21,26,6,Jun 26,177
2021-06-27 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,26,4,Sun,Weekend,21,Jun-21,27,7,Jun 27,178
2021-06-28 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,27,5,Mon,Weekday,21,Jun-21,28,1,Jun 28,179
2021-06-29 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,27,5,Tue,Weekday,21,Jun-21,29,2,Jun 29,180
2021-06-30 00:00:00.000,2021-06-01 00:00:00.000,2021,Q2,2021-Q2,6,Jun,27,5,Wed,Weekday,21,Jun-21,30,3,Jun 30,181
2021-07-03 00:00:00.000,2021-07-01 00:00:00.000,2021,Q3,2021-Q3,7,Jul,27,1,Sat,Weekend,21,Jul-21,3,6,Jul 3,184
2021-07-04 00:00:00.000,2021-07-01 00:00:00.000,2021,Q3,2021-Q3,7,Jul,27,1,Sun,Weekend,21,Jul-21,4,7,Jul 4,185
2021-07-10 00:00:00.000,2021-07-01 00:00:00.000,2021,Q3,2021-Q3,7,Jul,28,2,Sat,Weekend,21,Jul-21,10,6,Jul 10,191
2021-07-11 00:00:00.000,2021-07-01 00:00:00.000,2021,Q3,2021-Q3,7,Jul,28,2,Sun,Weekend,21,Jul-21,11,7,Jul 11,192
2021-07-17 00:00:00.000,2021-07-01 00:00:00.000,2021,Q3,2021-Q3,7,Jul,29,3,Sat,Weekend,21,Jul-21,17,6,Jul 17,198
2021-07-18 00:00:00.000,2021-07-01 00:00:00.000,2021,Q3,2021-Q3,7,Jul,29,3,Sun,Weekend,21,Jul-21,18,7,Jul 18,199
2021-07-24 00:00:00.000,2021-07-01 00:00:00.000,2021,Q3,2021-Q3,7,Jul,30,4,Sat,Weekend,21,Jul-21,24,6,Jul 24,205
2021-07-25 00:00:00.000,2021-07-01 00:00:00.000,2021,Q3,2021-Q3,7,Jul,30,4,Sun,Weekend,21,Jul-21,25,7,Jul 25,206
2021-07-31 00:00:00.000,2021-07-01 00:00:00.000,2021,Q3,2021-Q3,7,Jul,31,5,Sat,Weekend,21,Jul-21,31,6,Jul 31,212
2021-08-01 00:00:00.000,2021-08-01 00:00:00.000,2021,Q3,2021-Q3,8,Aug,31,1,Sun,Weekend,21,Aug-21,1,7,Aug 1,213
2021-08-07 00:00:00.000,2021-08-01 00:00:00.000,2021,Q3,2021-Q3,8,Aug,32,2,Sat,Weekend,21,Aug-21,7,6,Aug 7,219
2021-08-08 00:00:00.000,2021-08-01 00:00:00.000,2021,Q3,2021-Q3,8,Aug,32,2,Sun,Weekend,21,Aug-21,8,7,Aug 8,220
2021-08-14 00:00:00.000,2021-08-01 00:00:00.000,2021,Q3,2021-Q3,8,Aug,33,3,Sat,Weekend,21,Aug-21,14,6,Aug 14,226
2021-08-15 00:00:00.000,2021-08-01 00:00:00.000,2021,Q3,2021-Q3,8,Aug,33,3,Sun,Weekend,21,Aug-21,15,7,Aug 15,227
2021-08-21 00:00:00.000,2021-08-01 00:00:00.000,2021,Q3,2021-Q3,8,Aug,34,4,Sat,Weekend,21,Aug-21,21,6,Aug 21,233
2021-08-22 00:00:00.000,2021-08-01 00:00:00.000,2021,Q3,2021-Q3,8,Aug,34,4,Sun,Weekend,21,Aug-21,22,7,Aug 22,234
2021-08-28 00:00:00.000,2021-08-01 00:00:00.000,2021,Q3,2021-Q3,8,Aug,35,5,Sat,Weekend,21,Aug-21,28,6,Aug 28,240
2021-08-29 00:00:00.000,2021-08-01 00:00:00.000,2021,Q3,2021-Q3,8,Aug,35,5,Sun,Weekend,21,Aug-21,29,7,Aug 29,241
2021-09-04 00:00:00.000,2021-09-01 00:00:00.000,2021,Q3,2021-Q3,9,Sep,36,1,Sat,Weekend,21,Sep-21,4,6,Sep 4,247
2021-09-05 00:00:00.000,2021-09-01 00:00:00.000,2021,Q3,2021-Q3,9,Sep,36,1,Sun,Weekend,21,Sep-21,5,7,Sep 5,248
2021-09-11 00:00:00.000,2021-09-01 00:00:00.000,2021,Q3,2021-Q3,9,Sep,37,2,Sat,Weekend,21,Sep-21,11,6,Sep 11,254
2021-09-12 00:00:00.000,2021-09-01 00:00:00.000,2021,Q3,2021-Q3,9,Sep,37,2,Sun,Weekend,21,Sep-21,12,7,Sep 12,255
2021-09-18 00:00:00.000,2021-09-01 00:00:00.000,2021,Q3,2021-Q3,9,Sep,38,3,Sat,Weekend,21,Sep-21,18,6,Sep 18,261
2021-09-19 00:00:00.000,2021-09-01 00:00:00.000,2021,Q3,2021-Q3,9,Sep,38,3,Sun,Weekend,21,Sep-21,19,7,Sep 19,262
2021-09-25 00:00:00.000,2021-09-01 00:00:00.000,2021,Q3,2021-Q3,9,Sep,39,4,Sat,Weekend,21,Sep-21,25,6,Sep 25,268
2021-09-26 00:00:00.000,2021-09-01 00:00:00.000,2021,Q3,2021-Q3,9,Sep,39,4,Sun,Weekend,21,Sep-21,26,7,Sep 26,269
2021-07-01 00:00:00.000,2021-07-01 00:00:00.000,2021,Q3,2021-Q3,7,Jul,27,1,Thu,Weekday,21,Jul-21,1,4,Jul 1,182
2021-07-02 00:00:00.000,2021-07-01 00:00:00.000,2021,Q3,2021-Q3,7,Jul,27,1,Fri,Weekday,21,Jul-21,2,5,Jul 2,183
2021-07-05 00:00:00.000,2021-07-01 00:00:00.000,2021,Q3,2021-Q3,7,Jul,28,2,Mon,Weekday,21,Jul-21,5,1,Jul 5,186
2021-07-06 00:00:00.000,2021-07-01 00:00:00.000,2021,Q3,2021-Q3,7,Jul,28,2,Tue,Weekday,21,Jul-21,6,2,Jul 6,187
2021-07-07 00:00:00.000,2021-07-01 00:00:00.000,2021,Q3,2021-Q3,7,Jul,28,2,Wed,Weekday,21,Jul-21,7,3,Jul 7,188
2021-07-08 00:00:00.000,2021-07-01 00:00:00.000,2021,Q3,2021-Q3,7,Jul,28,2,Thu,Weekday,21,Jul-21,8,4,Jul 8,189
